입학년도,교과군,과목명,학교지정,학년선택,공통,일반선택,진로선택,융합선택,학생선택,기본학점,1-1학기,1-2학기,2-1학기,2-2학기,3-1학기,3-2학기
2025,영어,세계 문화와 영어,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),동아시아 역사 기행,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),현대사회와 윤리,,○,,○,,,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),세계시민과 지리,,○,,○,,,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),경제,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),정치,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,과학,역학과 에너지,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,물질과 에너지,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,세포와 물질대사,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,지구시스템과학,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,국어,문학과 영상,,○,,,○,,,택4(3),,4,,,,,12 ,,3,12,,,,,,,,
2025,수학,미적분Ⅱ,,○,,,○,,,,,4,,,,,,,3,,,○,,,,,,
2025,수학,고급 대수,,○,,,○,,표6,,,4,,,,,,,3,,,○,,,,,,
2025,영어,영미 문학 읽기,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),역사로 탐구하는 현대 세계,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),여행지리,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),사회문제 탐구,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),윤리문제 탐구,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,과학,전자기와 양자,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,화학 반응의 세계,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,생물의 유전,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,행성우주과학,,○,,,○,,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,융합과학 탐구,,○,,,,○,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,고급 물리학,,○,,,○,,표6,,,4,,,,,,,3,,,,○,,,,,
2025,과학,고급 화학,,○,,,○,,표6,,,4,,,,,,,3,,,,○,,,,,
2025,정보,인공지능 기초,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,중국 문화,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,일본 문화,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,한문 고전 읽기,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,체육,운동과 건강,,○,,,○,,,,,3,,,,,,,3,,,,,,,,,
2025,예술,음악과 미디어,,○,,,,○,,,,3,,,,,,,3,,,,,,,,,
2025,예술,미술과 매체,,○,,,,○,,,,3,,,,,,,3,,,,,,,,,
2025,예술,음악 연주와 창작,,○,,,○,,,택1(2),,3,,,,,2 ,,2 ,2,,,,,,,,
2025,예술,미술 창작,,○,,,○,,,,,3,,,,,,,2,,,,,,,,,
2025,예술,음악 감상과 비평,,○,,,○,,,,택1(2),3,,,,,,2 ,2 ,2,,,,,,,,
2025,예술,미술 감상과 비평,,○,,,○,,,,,3,,,,,,,2,,,,,,,,,
2025,국어,독서 토론과 글쓰기,,○,,,,○,,,택3(3),4,,,,,,9 ,3,9,,,,,,,,
2025,수학,고급 미적분,,○,,,○,,표6,,,4,,,,,,,3,,,○,,,,,,
2025,수학,수학과제 탐구,,○,,,,○,,,,4,,,,,,,3,,,○,,,,,,
2025,영어,실생활 영어 회화,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,정보,소프트웨어와 생활,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,심화 중국어,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,심화 일본어,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,제2외국어/한문,한문 고전 읽기,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,체육,기초 체육 전공 실기,,○,,,○,,표6,,,3,,,,,,,3,,,,,,,,,
2025,예술,미술 전공 실기,,○,,,○,,표6,,,3,,,,,,,3,,,,,,,,,
2025,예술,음악 이론,,○,,,○,,표6,,,3,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),역사로 탐구하는 현대 세계,,○,,,,○,,,택3(3),4,,,,,,9 ,3,9,,,,,,,,
2025,사회(역사/도덕 포함),기후변화와 지속가능한 세계,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),금융과 경제생활,,○,,,,○,,,,4,,,,,,,3,,,,,,,,,
2025,사회(역사/도덕 포함),인문학과 윤리,,○,,,○,,,,,4,,,,,,,3,,,,,,,,,
2025,과학,과학의 역사와 문화,,○,,,,○,,,,4,,,,,,,3,,,,○,,,,,
2025,과학,기후변화와 환경생태,,○,,,,○,,,,4,,,,,,,3,,,,○,,,,,
2025,창의적 체험활동(이수시간,자율・자치 활동,,,,,,,,,,,16,16,16,16,16,16,96,288,,,,,,,,
2025,창의적 체험활동(이수시간,동아리 활동,,,,,,,,,,,16,16,16,16,16,16,96,,,,,,,,,
2025,창의적 체험활동(이수시간,진로 활동,,,,,,,,,,,16,16,16,16,16,16,96,,,,,,,,,
2025,<표5>,공통,,14,42,,,,,,,,,,,,,,,,,,,(단위: 명),,,,
2025,<표5>,선택 과목,일반,28,89,,,,,교원 수,,,,,,,,,,,,,,,,,,
2025,교과중점학교,수학,,9,30,,,,,"• (2024학년도 입학생 대상 교과중점학교)  과학수학중점과정 
• (학교 역점 과제)",,,,,,,,,,,,,,,,,,
2025,교과중점학교,과학,,17,51,,,,,• (학교 역점 과제) 과학적 소양을 갖춘 창의적 이공학도 양성 ,,,,,,,,,,,,,,,,,,
